#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1990-10-01 to 1991-09-30
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 306: Atlanta Summit, ID
#	SNOTEL 312: Banner Summit, ID
#	SNOTEL 319: Bear Basin, ID
#	SNOTEL 320: Bear Canyon, ID
#	SNOTEL 323: Bear Mountain, ID
#	SNOTEL 324: Bear Saddle, ID
#	SNOTEL 338: Big Creek Summit, ID
#	SNOTEL 978: Bogus Basin, ID
#	SNOTEL 359: Bostetter R.S., ID
#	SNOTEL 370: Brundage Reservoir, ID
#	SNOTEL 382: Camas Creek Divide, ID
#	SNOTEL 895: Chocolate Gulch, ID
#	SNOTEL 411: Cool Creek, ID
#	SNOTEL 1306: Couch Summit, ID
#	SNOTEL 423: Cozy Cove, ID
#	SNOTEL 424: Crab Creek, ID
#	SNOTEL 425: Crater Meadows, ID
#	SNOTEL 439: Deadwood Summit, ID
#	SNOTEL 450: Dollarhide Summit, ID
#	SNOTEL 466: Elk Butte, ID
#	SNOTEL 471: Emigrant Summit, ID
#	SNOTEL 1305: Fish Ck, ID
#	SNOTEL 484: Franklin Basin, ID
#	SNOTEL 489: Galena, ID
#	SNOTEL 490: Galena Summit, ID
#	SNOTEL 492: Garfield R.S., ID
#	SNOTEL 493: Giveout, ID
#	SNOTEL 496: Graham Guard Sta., ID
#	SNOTEL 520: Hemlock Butte, ID
#	SNOTEL 988: Hidden Lake, ID
#	SNOTEL 524: Hilts Creek, ID
#	SNOTEL 534: Howell Canyon, ID
#	SNOTEL 535: Humboldt Gulch, ID
#	SNOTEL 537: Hyndman, ID
#	SNOTEL 546: Island Park, ID
#	SNOTEL 550: Jackson Peak, ID
#	SNOTEL 588: Lolo Pass, ID
#	SNOTEL 1016: Long Valley, ID
#	SNOTEL 594: Lookout, ID
#	SNOTEL 600: Lost Lake, ID
#	SNOTEL 601: Lost-Wood Divide, ID
#	SNOTEL 610: Magic Mountain, ID
#	SNOTEL 620: Meadow Lake, ID
#	SNOTEL 623: Mica Creek, ID
#	SNOTEL 627: Mill Creek Summit, ID
#	SNOTEL 636: Moonshine, ID
#	SNOTEL 638: Moose Creek, ID
#	SNOTEL 637: Mores Creek Summit, ID
#	SNOTEL 639: Morgan Creek, ID
#	SNOTEL 989: Moscow Mountain, ID
#	SNOTEL 645: Mosquito Ridge, ID
#	SNOTEL 650: Mountain Meadows, ID
#	SNOTEL 654: Mud Flat, ID
#	SNOTEL 1053: Myrtle Creek, ID
#	SNOTEL 677: Oxford Spring, ID
#	SNOTEL 1299: Pebble Creek, ID
#	SNOTEL 1142: Pierce R.S., ID
#	SNOTEL 695: Pine Creek Pass, ID
#	SNOTEL 704: Prairie, ID
#	SNOTEL 1081: Ragged Mountain, ID
#	SNOTEL 2029: Reynolds Creek, ID
#	SNOTEL 735: Savage Pass, ID
#	SNOTEL 915: Schwartz Lake, ID
#	SNOTEL 738: Schweitzer Basin, ID
#	SNOTEL 740: Secesh Summit, ID
#	SNOTEL 741: Sedgwick Peak, ID
#	SNOTEL 747: Shanghi Summit, ID
#	SNOTEL 749: Sheep Mtn., ID
#	SNOTEL 752: Sherwin, ID
#	SNOTEL 761: Slug Creek Divide, ID
#	SNOTEL 926: Smiley Mountain, ID
#	SNOTEL 769: Soldier R.S., ID
#	SNOTEL 770: Somsen Ranch, ID
#	SNOTEL 774: South Mtn., ID
#	SNOTEL 782: Squaw Flat, ID
#	SNOTEL 792: Stickney Mill, ID
#	SNOTEL 803: Sunset, ID
#	SNOTEL 805: Swede Peak, ID
#	SNOTEL 830: Trinity Mtn., ID
#	SNOTEL 979: Van Wyck, ID
#	SNOTEL 845: Vienna Mine, ID
#	SNOTEL 855: West Branch, ID
#	SNOTEL 860: White Elephant, ID
#	SNOTEL 867: Wildhorse Divide, ID
#	SNOTEL 871: Wilson Creek, ID
# 
# Data items provided in this file:
#
# Element Name           Value Type          Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 1990-10-01 to 1991-09-30
#
# As of: Jan 31, 2022 12:45:09 PM GMT-08:00
#
Station Id,Station Name,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
312,Banner Summit,12,0.0,1.4,6.4,13.5,16.9,22.6,25.8,17.4,0.0,0.0,0.0,0.0
312,Banner Summit,13,0.0,1.6,6.6,13.8,17.0,22.6,25.6,16.6,0.0,0.0,0.0,0.0
312,Banner Summit,14,0.0,1.7,6.7,13.9,17.1,22.8,25.4,15.6,0.0,0.0,0.0,0.0
312,Banner Summit,15,0.0,1.8,6.8,14.0,17.4,23.4,25.6,15.0,0.0,0.0,0.0,0.0
312,Banner Summit,16,0.0,1.9,7.0,14.4,17.5,23.5,25.4,14.2,0.0,0.0,0.0,0.0
312,Banner Summit,17,0.0,2.0,7.2,14.6,17.9,24.0,25.4,13.2,0.0,0.0,0.0,0.0
312,Banner Summit,18,0.0,2.1,7.3,14.6,18.0,24.2,25.4,12.6,0.0,0.0,0.0,0.0
312,Banner Summit,19,0.0,2.2,7.4,14.6,18.0,24.2,24.9,11.4,0.0,0.0,0.0,0.0
312,Banner Summit,20,0.0,2.3,7.5,14.8,18.1,24.5,24.5,10.3,0.0,0.0,0.0,0.0
312,Banner Summit,21,0.0,2.6,7.8,14.8,18.3,24.5,24.2,9.6,0.0,0.0,0.0,0.0
312,Banner Summit,22,0.0,2.8,8.2,14.9,18.6,24.6,24.0,10.2,0.0,0.0,0.0,0.0
312,Banner Summit,23,0.0,3.0,8.3,15.0,19.0,25.0,23.8,9.8,0.0,0.0,0.0,0.0
312,Banner Summit,24,0.0,3.1,8.5,15.2,19.4,25.0,23.8,9.6,0.0,0.0,0.0,0.0
312,Banner Summit,25,0.0,3.2,9.0,15.4,19.8,25.1,23.5,9.4,0.0,0.0,0.0,0.0
312,Banner Summit,26,0.0,3.4,9.0,15.5,20.2,25.2,22.8,8.8,0.0,0.0,0.0,0.0
312,Banner Summit,27,0.0,3.6,9.0,15.8,20.2,25.2,22.6,7.8,0.0,0.0,0.0,0.0
312,Banner Summit,28,0.0,3.6,9.7,16.0,20.3,25.2,22.0,7.2,0.0,0.0,0.0,0.0
312,Banner Summit,29,0.1,3.8,10.0,16.0,,25.4,21.6,6.9,0.0,0.0,0.0,0.0
312,Banner Summit,30,0.1,4.0,10.3,16.0,,26.0,21.2,6.2,0.0,0.0,0.0,0.0
312,Banner Summit,31,0.2,,10.3,16.0,,26.0,,5.1,,0.0,0.0,
319,Bear Basin,01,0.0,0.0,2.4,6.4,10.8,14.6,16.9,11.6,0.0,0.0,0.0,0.0
319,Bear Basin,02,0.0,0.0,2.4,6.5,10.8,14.6,17.0,11.3,0.0,0.0,0.0,0.0
319,Bear Basin,03,0.0,0.0,2.4,6.6,11.0,14.6,17.2,11.0,0.0,0.0,0.0,0.0
319,Bear Basin,04,0.0,0.0,2.6,6.8,11.0,14.6,17.2,10.7,0.0,0.0,0.0,0.0
319,Bear Basin,05,0.0,0.2,2.8,7.4,11.1,14.6,16.9,10.5,0.0,0.0,0.0,0.0
319,Bear Basin,06,0.0,0.3,2.8,7.9,11.4,14.6,16.4,10.2,0.0,0.0,0.0,0.0
319,Bear Basin,07,0.0,0.3,2.9,8.0,11.6,14.6,16.4,9.6,0.0,0.0,0.0,0.0
319,Bear Basin,08,0.0,0.3,3.0,8.0,11.5,14.8,16.2,9.4,0.0,0.0,0.0,0.0
319,Bear Basin,09,0.0,0.4,3.0,8.2,11.6,15.0,16.0,9.2,0.0,0.0,0.0,0.0
319,Bear Basin,10,0.0,0.4,3.2,8.2,11.6,15.2,15.8,8.5,0.0,0.0,0.0,0.0
319,Bear Basin,11,0.0,0.6,3.4,8.2,11.6,15.2,15.8,8.2,0.0,0.0,0.0,0.0
319,Bear Basin,12,0.0,0.6,3.6,8.4,11.6,15.2,15.6,7.5,0.0,0.0,0.0,0.0
319,Bear Basin,13,0.0,0.7,3.6,8.4,11.6,15.4,15.5,7.0,0.0,0.0,0.0,0.0
319,Bear Basin,14,0.0,0.8,3.8,8.4,12.0,15.4,15.6,6.3,0.0,0.0,0.0,0.0
319,Bear Basin,15,0.0,0.8,3.9,8.8,12.0,15.6,15.6,5.3,0.0,0.0,0.0,0.0
319,Bear Basin,16,0.0,0.8,4.2,8.8,12.2,16.2,15.6,4.6,0.0,0.0,0.0,0.0
319,Bear Basin,17,0.0,0.8,4.2,9.0,12.6,16.3,15.5,3.8,0.0,0.0,0.0,0.0
319,Bear Basin,18,0.0,0.8,4.3,9.2,12.7,16.4,15.4,3.0,0.0,0.0,0.0,0.0
319,Bear Basin,19,0.0,0.8,4.7,9.3,13.0,16.4,15.2,2.4,0.0,0.0,0.0,0.0
319,Bear Basin,20,0.0,1.0,4.8,9.8,13.4,16.3,14.8,1.2,0.0,0.0,0.0,0.0
319,Bear Basin,21,0.0,1.0,4.8,10.0,13.6,16.2,14.6,0.2,0.0,0.0,0.0,0.0
319,Bear Basin,22,0.0,1.2,5.0,10.0,13.7,16.3,14.2,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,23,0.0,1.6,5.0,10.1,13.8,16.2,13.9,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,24,0.0,1.6,5.2,10.1,14.2,16.1,13.4,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,25,0.0,1.6,5.3,10.1,14.2,16.0,13.2,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,26,0.0,1.8,5.3,10.1,14.2,16.4,13.0,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,27,0.0,1.8,5.4,10.1,14.4,16.6,12.6,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,28,0.0,2.0,6.0,10.4,14.5,16.6,12.4,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,29,0.0,2.2,6.2,10.8,,16.6,12.2,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,30,0.0,2.2,6.4,10.8,,17.0,12.1,0.0,0.0,0.0,0.0,0.0
319,Bear Basin,31,0.0,,6.4,10.8,,17.0,,0.0,,0.0,0.0,
320,Bear Canyon,01,0.0,0.6,2.6,6.0,8.2,10.7,13.6,12.4,0.0,0.0,0.0,0.0
320,Bear Canyon,02,0.0,0.6,2.6,6.0,8.2,10.7,13.4,12.0,0.0,0.0,0.0,0.0
320,Bear Canyon,03,0.0,0.6,2.8,6.2,8.2,10.8,13.3,11.8,0.0,0.0,0.0,0.0
320,Bear Canyon,04,0.0,0.7,2.8,6.2,8.4,10.8,13.3,11.6,0.0,0.0,0.0,0.0
320,Bear Canyon,05,0.0,0.8,2.8,6.4,8.4,10.9,13.4,11.6,0.0,0.0,0.0,0.0
320,Bear Canyon,06,0.0,0.8,3.0,6.4,8.4,11.2,13.4,11.4,0.0,0.0,0.0,0.0
320,Bear Canyon,07,0.0,1.0,3.0,6.4,8.4,11.3,13.2,11.0,0.0,0.0,0.0,0.0
320,Bear Canyon,08,0.0,1.0,3.4,6.7,8.8,11.4,13.2,11.0,0.0,0.0,0.0,0.0
320,Bear Canyon,09,0.0,1.0,3.7,7.0,9.0,11.4,13.0,10.8,0.0,0.0,0.0,0.0
320,Bear Canyon,10,0.0,1.2,3.8,7.1,9.0,11.6,13.2,10.6,0.0,0.0,0.0,0.0
320,Bear Canyon,11,0.0,1.2,3.8,7.2,9.1,11.6,13.1,10.0,0.0,0.0,0.0,0.0
320,Bear Canyon,12,0.0,1.2,4.0,7.3,9.1,11.6,13.0,9.6,0.0,0.0,0.0,0.0
320,Bear Canyon,13,0.0,1.4,4.0,7.3,9.1,11.8,13.0,9.3,0.0,0.0,0.0,0.0
320,Bear Canyon,14,0.0,1.4,4.2,7.3,9.2,11.8,13.1,8.8,0.0,0.0,0.0,0.0
320,Bear Canyon,15,0.0,1.4,4.2,7.3,9.2,11.8,13.1,8.3,0.0,0.0,0.0,0.0
320,Bear Canyon,16,0.0,1.4,4.3,7.5,9.3,12.2,13.1,7.8,0.0,0.0,0.0,0.0
320,Bear Canyon,17,0.0,1.4,4.3,7.6,9.2,12.8,13.2,7.2,0.0,0.0,0.0,0.0
320,Bear Canyon,18,0.0,1.7,4.4,7.6,9.2,13.0,13.4,6.4,0.0,0.0,0.0,0.0
320,Bear Canyon,19,0.0,1.8,4.6,7.6,9.4,13.0,13.4,5.5,0.0,0.0,0.0,0.0
320,Bear Canyon,20,0.0,2.0,4.8,7.7,9.6,13.0,13.4,4.8,0.0,0.0,0.0,0.0
320,Bear Canyon,21,0.0,2.0,4.8,7.7,9.6,13.0,13.4,4.1,0.0,0.0,0.0,0.0
320,Bear Canyon,22,0.0,2.2,5.1,7.7,9.6,13.0,13.3,3.6,0.0,0.0,0.0,0.0
320,Bear Canyon,23,0.0,2.3,5.1,7.8,9.6,13.4,13.1,3.0,0.0,0.0,0.0,0.0
320,Bear Canyon,24,0.0,2.3,5.2,7.8,10.1,13.6,13.0,2.6,0.0,0.0,0.0,0.0
320,Bear Canyon,25,0.1,2.4,5.3,7.8,10.3,13.8,13.0,1.8,0.0,0.0,0.0,0.0
320,Bear Canyon,26,0.1,2.5,5.6,7.8,10.4,13.8,12.8,1.3,0.0,0.0,0.0,0.0
320,Bear Canyon,27,0.1,2.5,5.6,8.2,10.6,13.8,12.7,0.8,0.0,0.0,0.0,0.0
320,Bear Canyon,28,0.2,2.5,5.6,8.2,10.7,13.6,12.4,0.4,0.0,0.0,0.0,0.0
320,Bear Canyon,29,0.4,2.5,5.7,8.2,,13.7,12.4,0.0,0.0,0.0,0.0,0.0
320,Bear Canyon,30,0.5,2.6,5.8,8.2,,13.7,12.2,0.0,0.0,0.0,0.0,0.0
320,Bear Canyon,31,0.5,,5.8,8.2,,13.6,,0.0,,0.0,0.0,
323,Bear Mountain,01,0.0,2.0,10.3,20.2,35.6,45.0,54.0,55.3,30.6,0.0,0.0,0.0
323,Bear Mountain,02,0.0,2.3,10.8,20.4,35.7,45.2,55.5,56.4,29.1,0.0,0.0,0.0
323,Bear Mountain,03,0.0,2.7,10.9,21.1,35.8,45.6,55.9,56.8,27.6,0.0,0.0,0.0
323,Bear Mountain,04,0.0,2.8,11.0,21.4,35.8,45.6,55.9,56.8,25.9,0.0,0.0,0.0
323,Bear Mountain,05,0.0,2.8,11.4,21.6,35.8,46.2,56.1,56.4,24.6,0.0,0.0,0.0
323,Bear Mountain,06,0.0,3.1,11.4,21.9,36.0,46.7,56.0,55.8,22.8,0.0,0.0,0.0
323,Bear Mountain,07,0.0,3.0,11.4,23.4,36.6,47.8,55.7,55.6,21.2,0.0,0.0,0.0
